tax_id,name,common_name,tax_level,species_taxid,genus_taxid,genus_name,family_taxid,category_name,is_phage,NT_r,NT_rpm,NT_zscore,NT_percentidentity,NT_alignmentlength,NT_neglogevalue,aggregatescore,NT_r_pct,NT_rpm_bg,NT_maxzscore,NR_r,NR_rpm,NR_zscore,NR_percentidentity,NR_alignmentlength,NR_neglogevalue,NR_r_pct,NR_rpm_bg,NR_maxzscore
1310,Streptococcus sobrinus,"",1,1310,1301,,1300,Bacteria,0,5,0.05718,100.0,94.86,123.2,61.9154358,792.495,0.00025,0.0,100.0,2,0.02287,100.0,93.25,28.5,307.6526489,0.0001,0.0,100.0
1095727,Streptococcus sp. SK643,"",1,1095727,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,792.495,,,100.0,7,0.08005,100.0,85.4286,41.4286,307.6526489,0.00035,0.0,100.0
2283190,Streptococcus sp. LQJ-218,"",1,2283190,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,792.495,,,100.0,7,0.08005,100.0,82.3429,42.7143,307.6526489,0.00035,0.0,100.0
1309,Streptococcus mutans,"",1,1309,1301,,1300,Bacteria,0,6,0.06862,100.0,99.5,131.167,76.5905609,721.534423866597,0.0003,0.0,100.0,28,0.32021,1.3310843,83.2353,34.0357,230.8167725,0.00141,0.087438,100.0
1306,Streptococcus sp.,"",1,1306,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,679.338,,,100.0,6,0.06862,100.0,95.9,23.3333,307.6526489,0.0003,0.0,100.0
563038,Streptococcus sp. M334,"",1,563038,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,679.338,,,100.0,6,0.06862,100.0,85.4167,35.0,307.6526489,0.0003,0.0,100.0
1739268,Streptococcus sp. HMSC073F11,"",1,1739268,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,679.338,,,100.0,6,0.06862,100.0,84.5333,42.3333,307.6526489,0.0003,0.0,100.0
315405,Streptococcus gallolyticus,"",1,315405,1301,,1300,Bacteria,0,2,0.02287,100.0,100.0,60.0,29.0132275,566.082,0.0001,0.0,100.0,3,0.03431,100.0,89.4333,38.0,307.6526489,0.00015,0.0,100.0
1156431,Streptococcus sp. I-G2,"",1,1156431,1301,,1300,Bacteria,0,3,0.03431,100.0,99.3,97.0,53.2769699,566.082,0.00015,0.0,100.0,2,0.02287,100.0,100.0,35.0,307.6526489,0.0001,0.0,100.0
1433516,Streptococcus sp. ChDC B353,"",1,1433516,1301,,1300,Bacteria,0,1,0.01144,100.0,100.0,148.0,89.004364,566.082,0.00005,0.0,100.0,4,0.04574,100.0,92.6,37.5,307.6526489,0.0002,0.0,100.0
712630,Streptococcus sp. oral taxon 071,"",1,712630,1301,,1300,Bacteria,0,4,0.04574,100.0,100.0,53.0,24.2596378,452.826,0.0002,0.0,100.0,0,0,-100,0.0,0.0,0.0,,,100.0
1080071,Streptococcus orisasini,"",1,1080071,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,452.826,,,100.0,4,0.04574,100.0,38.462,52.0,0.1023729,0.0002,0.0,100.0
2292266,Streptococcus sp. NM,"",1,2292266,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,452.826,,,100.0,4,0.04574,100.0,90.55,41.0,307.6526489,0.0002,0.0,100.0
1329,Streptococcus canis,"",1,1329,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,339.669,,,100.0,3,0.03431,100.0,65.25,55.3333,111.4337006,0.00015,0.0,100.0
76860,Streptococcus constellatus,"",1,76860,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,339.669,,,100.0,3,0.03431,100.0,86.0,20.3333,307.6526489,0.00015,0.0,100.0
231233,Streptococcus devriesei,"",1,231233,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,339.669,,,100.0,3,0.03431,100.0,89.6333,36.0,307.6526489,0.00015,0.0,100.0
313439,Streptococcus massiliensis,"",1,313439,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,339.669,,,100.0,3,0.03431,100.0,87.7,32.6667,307.6526489,0.00015,0.0,100.0
999424,Streptococcus sp. F0441,"",1,999424,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,339.669,,,100.0,3,0.03431,100.0,100.0,31.0,307.6526489,0.00015,0.0,100.0
1095726,Streptococcus sp. SK140,"",1,1095726,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,339.669,,,100.0,3,0.03431,100.0,88.2,42.0,307.6526489,0.00015,0.0,100.0
1203590,Streptococcus sp. HPH0090,"",1,1203590,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,339.669,,,100.0,3,0.03431,100.0,86.7,43.0,307.6526489,0.00015,0.0,100.0
1715107,Streptococcus sp. HMSC063B03,"",1,1715107,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,339.669,,,100.0,3,0.03431,100.0,92.0,37.3333,307.6526489,0.00015,0.0,100.0
1715180,Streptococcus sp. HMSC077D04,"",1,1715180,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,339.669,,,100.0,3,0.03431,100.0,94.1333,34.6667,307.6526489,0.00015,0.0,100.0
1777878,Streptococcus sp. DD10,"",1,1777878,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,339.669,,,100.0,3,0.03431,100.0,90.8,36.3333,307.6526489,0.00015,0.0,100.0
2558276,Streptococcus sp. LYSM12,"",1,2558276,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,339.669,,,100.0,3,0.03431,100.0,75.8,42.6667,307.6526489,0.00015,0.0,100.0
1814128,Streptococcus halotolerans,"",1,1814128,1301,,1300,Bacteria,0,1,0.01144,100.0,100.0,86.0,46.6989708,226.512,0.00005,0.0,100.0,1,0.01144,100.0,100.0,38.0,307.6526489,0.00005,0.0,100.0
1339,Streptococcus macacae,"",1,1339,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,226.413,,,100.0,2,0.02287,100.0,96.85,32.0,307.6526489,0.0001,0.0,100.0
82348,Streptococcus pluranimalium,"",1,82348,1301,,1300,Bacteria,0,2,0.02287,100.0,100.0,82.5,44.3098946,226.413,0.0001,0.0,100.0,0,0,-100,0.0,0.0,0.0,,,100.0
400065,Streptococcus merionis,"",1,400065,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,226.413,,,100.0,2,0.02287,100.0,68.0,50.0,307.6526489,0.0001,0.0,100.0
999425,Streptococcus sp. F0442,"",1,999425,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,226.413,,,100.0,2,0.02287,100.0,97.3,37.0,307.6526489,0.0001,0.0,100.0
1316408,Streptococcus sp. HSISM1,"",1,1316408,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,226.413,,,100.0,2,0.02287,100.0,87.9,33.0,307.6526489,0.0001,0.0,100.0
1403937,Streptococcus sp. DORA_10,"",1,1403937,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,226.413,,,100.0,2,0.02287,100.0,95.35,35.5,307.6526489,0.0001,0.0,100.0
1715092,Streptococcus sp. HMSC070B10,"",1,1715092,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,226.413,,,100.0,2,0.02287,100.0,97.7,44.0,307.6526489,0.0001,0.0,100.0
1777880,Streptococcus sp. DD12,"",1,1777880,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,226.413,,,100.0,2,0.02287,100.0,95.45,32.5,307.6526489,0.0001,0.0,100.0
1811193,Streptococcus pantholopis,"",1,1811193,1301,,1300,Bacteria,0,2,0.02287,100.0,97.5,40.0,14.0915146,226.413,0.0001,0.0,100.0,0,0,-100,0.0,0.0,0.0,,,100.0
1855327,Streptococcus sp. NLAE-zl-C503,"",1,1855327,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,226.413,,,100.0,2,0.02287,100.0,100.0,29.0,307.6526489,0.0001,0.0,100.0
1860161,Streptococcus sp. CCUG 49591,"",1,1860161,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,226.413,,,100.0,2,0.02287,100.0,91.75,35.5,307.6526489,0.0001,0.0,100.0
1888195,Streptococcus himalayensis,"",1,1888195,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,226.413,,,100.0,2,0.02287,100.0,75.0,36.0,307.6526489,0.0001,0.0,100.0
2021971,Streptococcus respiraculi,"",1,2021971,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,226.413,,,100.0,2,0.02287,100.0,90.5,27.5,307.6526489,0.0001,0.0,100.0
2420309,Streptococcus sp. FDAARGOS_521,"",1,2420309,1301,,1300,Bacteria,0,2,0.02287,100.0,99.35,150.0,88.9931564,226.413,0.0001,0.0,100.0,0,0,-100,0.0,0.0,0.0,,,100.0
2487318,Streptococcus sp. Marseille-P7375,"",1,2487318,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,226.413,,,100.0,2,0.02287,100.0,94.65,37.5,307.6526489,0.0001,0.0,100.0
2491052,Streptococcus sp. OH4692_COT-348,"",1,2491052,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,226.413,,,100.0,2,0.02287,100.0,82.1,39.0,307.6526489,0.0001,0.0,100.0
2600147,Streptococcus sp. sy018,"",1,2600147,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,226.413,,,100.0,2,0.02287,100.0,100.0,10.0,307.6526489,0.0001,0.0,100.0
1902136,Streptococcus sp. NPS 308,"",1,1902136,1301,,1300,Bacteria,0,6,0.06862,-0.3692083,94.9667,94.3333,45.0677414,223.90482771894602,0.0003,0.2623139,100.0,2,0.02287,100.0,97.45,39.0,307.6526489,0.0001,0.0,100.0
1328,Streptococcus anginosus,"",1,1328,1301,,1300,Bacteria,0,1,0.01144,100.0,90.7,150.0,71.1548996,141.47055829467,0.00005,0.0,100.0,216,2.47021,0.115373,95.5612,87.0,124.2707596,0.01089,2.170361,100.0
1317,Streptococcus downei,"",1,1317,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,113.256,,,100.0,1,0.01144,100.0,96.8,31.0,307.6526489,0.00005,0.0,100.0
1348,Streptococcus parauberis,"",1,1348,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,113.256,,,100.0,1,0.01144,100.0,93.9,33.0,307.6526489,0.00005,0.0,100.0
1349,Streptococcus uberis,"",1,1349,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,113.256,,,100.0,1,0.01144,100.0,100.0,39.0,307.6526489,0.00005,0.0,100.0
33040,Streptococcus milleri,"",1,33040,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,113.256,,,100.0,1,0.01144,100.0,93.3,30.0,307.6526489,0.00005,0.0,100.0
78535,Streptococcus viridans,"",1,78535,1301,,1300,Bacteria,0,1,0.01144,100.0,97.8,92.0,48.0409584,113.256,0.00005,0.0,100.0,0,0,-100,0.0,0.0,0.0,,,100.0
114652,Streptococcus orisratti,"",1,114652,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,113.256,,,100.0,1,0.01144,100.0,72.1,43.0,307.6526489,0.00005,0.0,100.0
149016,Streptococcus urinalis,"",1,149016,1301,,1300,Bacteria,0,1,0.01144,100.0,100.0,79.0,41.9208183,113.256,0.00005,0.0,100.0,0,0,-100,0.0,0.0,0.0,,,100.0
150055,Streptococcus lutetiensis,"",1,150055,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,113.256,,,100.0,1,0.01144,100.0,97.0,33.0,307.6526489,0.00005,0.0,100.0
155680,Streptococcus entericus,"",1,155680,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,113.256,,,100.0,1,0.01144,100.0,81.8,22.0,307.6526489,0.00005,0.0,100.0
176090,Streptococcus sinensis,"",1,176090,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,113.256,,,100.0,1,0.01144,100.0,82.2,45.0,307.6526489,0.00005,0.0,100.0
197614,Streptococcus pasteurianus,"",1,197614,1301,,1300,Bacteria,0,1,0.01144,100.0,100.0,98.0,54.886055,113.256,0.00005,0.0,100.0,0,0,-100,0.0,0.0,0.0,,,100.0
254786,Streptococcus castoreus,"",1,254786,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,113.256,,,100.0,1,0.01144,100.0,81.0,21.0,307.6526489,0.00005,0.0,100.0
269666,Streptococcus marimammalium,"",1,269666,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,113.256,,,100.0,1,0.01144,100.0,100.0,21.0,307.6526489,0.00005,0.0,100.0
563036,Streptococcus sp. C300,"",1,563036,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,113.256,,,100.0,1,0.01144,100.0,100.0,38.0,307.6526489,0.00005,0.0,100.0
563037,Streptococcus sp. M143,"",1,563037,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,113.256,,,100.0,1,0.01144,100.0,90.0,40.0,307.6526489,0.00005,0.0,100.0
640031,Streptococcus sp. CSL 7508,"",1,640031,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,113.256,,,100.0,1,0.01144,100.0,93.2,44.0,307.6526489,0.00005,0.0,100.0
712620,Streptococcus sp. oral taxon 056,"",1,712620,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,113.256,,,100.0,1,0.01144,100.0,94.4,36.0,307.6526489,0.00005,0.0,100.0
936580,Streptococcus sp. CM6,"",1,936580,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,113.256,,,100.0,1,0.01144,100.0,97.1,35.0,307.6526489,0.00005,0.0,100.0
1161416,Streptococcus sp. SR1,"",1,1161416,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,113.256,,,100.0,1,0.01144,100.0,92.7,41.0,307.6526489,0.00005,0.0,100.0
1169670,Streptococcus sp. GMD1S,"",1,1169670,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,113.256,,,100.0,1,0.01144,100.0,94.9,39.0,307.6526489,0.00005,0.0,100.0
1432788,Streptococcus cuniculi,"",1,1432788,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,113.256,,,100.0,1,0.01144,100.0,85.7,49.0,307.6526489,0.00005,0.0,100.0
1604598,Streptococcus sp. DBCMS,"",1,1604598,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,113.256,,,100.0,1,0.01144,100.0,90.5,21.0,307.6526489,0.00005,0.0,100.0
1608583,Streptococcus varani,"",1,1608583,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,113.256,,,100.0,1,0.01144,100.0,97.6,41.0,307.6526489,0.00005,0.0,100.0
1608856,Streptococcus sp. HMSC34B10,"",1,1608856,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,113.256,,,100.0,1,0.01144,100.0,90.6,32.0,307.6526489,0.00005,0.0,100.0
1715053,Streptococcus sp. HMSC034E12,"",1,1715053,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,113.256,,,100.0,1,0.01144,100.0,81.0,21.0,307.6526489,0.00005,0.0,100.0
1715098,Streptococcus sp. HMSC074B11,"",1,1715098,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,113.256,,,100.0,1,0.01144,100.0,85.2,27.0,307.6526489,0.00005,0.0,100.0
1759399,Streptococcus sp. A12,"",1,1759399,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,113.256,,,100.0,1,0.01144,100.0,65.2,23.0,307.6526489,0.00005,0.0,100.0
1777879,Streptococcus sp. DD11,"",1,1777879,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,113.256,,,100.0,1,0.01144,100.0,82.6,46.0,307.6526489,0.00005,0.0,100.0
1784896,Streptococcus sp. CB17,"",1,1784896,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,113.256,,,100.0,1,0.01144,100.0,97.4,39.0,307.6526489,0.00005,0.0,100.0
1968889,Streptococcus sp. CECT 9732,"",1,1968889,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,113.256,,,100.0,1,0.01144,100.0,90.2,41.0,307.6526489,0.00005,0.0,100.0
1975706,Streptococcus sp. FDAARGOS_256,"",1,1975706,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,113.256,,,100.0,1,0.01144,100.0,91.9,37.0,307.6526489,0.00005,0.0,100.0
1979528,Streptococcus sp. KR,"",1,1979528,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,113.256,,,100.0,1,0.01144,100.0,83.3,36.0,307.6526489,0.00005,0.0,100.0
2069308,Streptococcus sp. UMB0029,"",1,2069308,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,113.256,,,100.0,1,0.01144,100.0,100.0,36.0,307.6526489,0.00005,0.0,100.0
2172545,Streptococcus halitosis,"",1,2172545,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,113.256,,,100.0,1,0.01144,100.0,91.2,34.0,307.6526489,0.00005,0.0,100.0
2382163,Streptococcus sp. JS71,"",1,2382163,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,113.256,,,100.0,1,0.01144,100.0,96.4,28.0,307.6526489,0.00005,0.0,100.0
2558284,Streptococcus sp. WM07,"",1,2558284,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,113.256,,,100.0,1,0.01144,100.0,96.6,29.0,307.6526489,0.00005,0.0,100.0
2588991,Streptococcus sp. C17,"",1,2588991,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,113.256,,,100.0,1,0.01144,100.0,97.4,39.0,307.6526489,0.00005,0.0,100.0
1335,Streptococcus equinus,"",1,1335,1301,,1300,Bacteria,0,1,0.01144,-0.4892497,98.7,150.0,87.6197891,112.701895359768,0.00005,0.5318979,100.0,1,0.01144,100.0,92.7,41.0,307.6526489,0.00005,0.0,100.0
1419814,Streptococcus sp. VT 162,"",1,1419814,1301,,1300,Bacteria,0,4,0.04574,-0.3692083,97.05,102.25,51.9931602,111.584128823442,0.0002,0.1748759,100.0,1,0.01144,100.0,93.5,31.0,307.6526489,0.00005,0.0,100.0
1433513,Streptococcus sp. ChDC B345,"",1,1433513,1301,,1300,Bacteria,0,10,0.11436,-0.5056973,97.13,88.8,44.6635399,107.530677220428,0.0005,10.5427275,100.0,1,0.01144,100.0,84.2,38.0,307.6526489,0.00005,0.0,100.0
1346,Streptococcus iniae,"",1,1346,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,49.491603256590004,,,0.971407,45,0.51463,0.971407,93.8044,25.7778,307.6526489,0.00227,0.1748759,0.971407
1579341,Streptococcus sp. 400_SSPC,"",1,1579341,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,-0.49221521949600006,,,-0.4346041,1,0.01144,-0.4346041,95.2,42.0,307.6526489,0.00005,0.087438,-0.4346041
712624,Streptococcus sp. oral taxon 064,"",1,712624,1301,,1300,Bacteria,0,1,0.01144,-0.4892497,100.0,117.0,67.8239059,-0.554104640232,0.00005,0.5318979,-0.4892497,0,0,-100,0.0,0.0,0.0,,,-0.4892497
1343,Streptococcus vestibularis,"",1,1343,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,-0.560192263488,,,-0.4946248,1,0.01144,-0.4946248,94.3,35.0,307.6526489,0.00005,1.0637958,-0.4946248
712633,Streptococcus sp. oral taxon 431,"",1,712633,1301,,1300,Bacteria,0,1,0.01144,-0.6401668,98.0,150.0,86.2518082,-0.7250273110080001,0.00005,5.2183352,-0.6401668,0,0,-100,0.0,0.0,0.0,,,-0.6401668
2576376,Streptococcus sp. 1643,"",1,2576376,1301,,1300,Bacteria,0,2,0.02287,-0.4346041,100.0,49.0,21.5528412,-0.9840001809330001,0.0001,0.1748759,-0.4346041,0,0,-100,0.0,0.0,0.0,,,-0.4346041
1917441,Streptococcus ruminantium,"",1,1917441,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,-1.031956540956,,,-0.3038124,3,0.03431,-0.3038124,93.4667,31.6667,307.6526489,0.00015,0.087438,-0.3038124
1852387,Streptococcus timonensis,"",1,1852387,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,-1.090270292265,,,-0.4815405,2,0.02287,-0.4815405,100.0,17.0,307.6526489,0.0001,0.6195265,-0.4815405
68891,Streptococcus peroris,"",1,68891,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,-4.248567284247,,,-0.4169321,9,0.10293,-0.4169321,88.9222,37.1111,307.6526489,0.00045,0.6195265,-0.4169321
83427,uncultured Streptococcus sp.,"",1,83427,1301,,1300,Bacteria,0,26,0.29734,-0.5713515,96.3923,118.654,63.6984749,-16.81867984599,0.00131,3.1165905,-0.5713515,0,0,-100,0.0,0.0,0.0,,,-0.5713515
102684,Streptococcus infantarius,"",1,102684,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,-16.867504092582,,,-0.4514662,33,0.37739,-0.4514662,88.9485,35.3636,307.6526489,0.00166,3.8879442,-0.4514662
68892,Streptococcus infantis,"",1,68892,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,-22.546501133310002,,,-0.5531757,36,0.4117,-0.5531757,88.5472,37.4444,307.6526489,0.00182,1.1514244,-0.5531757
257758,Streptococcus pseudopneumoniae,"",1,257758,1301,,1300,Bacteria,0,28,0.32021,0.4155422,93.8286,94.1071,40.2894859,-23.148037584738,0.00141,0.1748759,0.4155422,118,1.34947,-0.2718692,91.5237,34.1525,307.6526489,0.00595,1.9458268,0.4155422
1308,Streptococcus thermophilus,"",1,1308,1301,,1300,Bacteria,0,8,0.09149,-1.7307439,86.225,117.25,27.7579803,-26.809688425509,0.0004,6.9135361,-0.8939521,11,0.1258,-0.8939521,88.1182,41.6364,307.6526489,0.00055,1.2388624,-0.8939521
1304,Streptococcus salivarius,"",1,1304,1301,,1300,Bacteria,0,8,0.09149,-0.4784993,98.5,141.625,81.9077835,-28.926477864207,0.0004,2.1275916,-0.4784993,16,0.18298,-1.3575732,92.4313,36.9375,307.6526489,0.00081,5.1034508,-0.4784993
1318,Streptococcus parasanguinis,"",1,1318,1301,,1300,Bacteria,0,24,0.27447,-0.477875,93.9042,143.833,73.8596191,-29.973641286995996,0.00121,1.4139289,-0.477875,17,0.19441,-0.8826794,84.1529,34.2941,307.6526489,0.00086,2.2117758,-0.477875
1505663,Erysipelatoclostridium,"",2,-100,1505663,,128827,Bacteria,0,0,0,-100,0.0,0.0,0.0,3929808.8000000003,,,100.0,34363,392.98088,100.0,61.151,139.0,30.6655464,1.73271,0.0,100.0
1522,[Clostridium] innocuum,"",1,1522,1505663,,128827,Bacteria,0,0,0,-100,0.0,0.0,0.0,3929808.8000000003,,,100.0,34363,392.98088,100.0,61.151,139.0,30.6655464,1.73271,0.0,100.0
1578,Lactobacillus,"",2,-100,1578,,33958,Bacteria,0,689,7.87952,-0.0928515,92.3618,1802.97,286.5340576,1059050.579007805,0.03474,8.8563204,22.5043521,44263,506.1989,22.5043521,85.5922,141.26,92.0358887,2.23191,18.4995823,22.5043521
