tax_id,name,common_name,tax_level,species_taxid,genus_taxid,genus_name,family_taxid,category_name,is_phage,NT_r,NT_rpm,NT_zscore,NT_percentidentity,NT_alignmentlength,NT_neglogevalue,aggregatescore,NT_r_pct,NT_rpm_bg,NT_maxzscore,NR_r,NR_rpm,NR_zscore,NR_percentidentity,NR_alignmentlength,NR_neglogevalue,NR_r_pct,NR_rpm_bg,NR_maxzscore
2583584,Streptococcus sp. NCTC 11567,"",1,2583584,1301,,1300,Bacteria,0,1288,2146.666,100.0,99.4824,1336.01,291.0608215,21251993.400000002,0.22403,0.0,100.0,0,0,-100,0.0,0.0,0.0,,,100.0
28037,Streptococcus mitis,"",1,28037,1301,,1300,Bacteria,0,78,130.0,34.2918653,99.859,92.2051,39.9982643,13901373.039411,0.01357,8.6837244,99.0,824,1373.333,99.0,97.1376,94.6905,210.7695923,0.14332,10.4776497,99.0
1318,Streptococcus parasanguinis,"",1,1318,1301,,1300,Bacteria,0,64,106.666,44.1413408,95.0271,271.172,118.7524567,11639269.645519508,0.01113,1.4139289,99.0,684,1140.0,99.0,95.9401,103.906,129.8781586,0.11897,2.2117758,99.0
1307,Streptococcus suis,"",1,1307,1301,,1300,Bacteria,0,118,196.666,100.0,85.8938,312.653,83.2673416,8350310.132999999,0.02052,0.0,100.0,392,653.333,99.0,92.5759,103.821,222.0319061,0.06818,2.2577989,100.0
1343,Streptococcus vestibularis,"",1,1343,1301,,1300,Bacteria,0,58,96.666,29.5495301,96.4129,142.103,67.0036087,8254263.785788014,0.01009,2.6449492,99.0,488,813.333,99.0,92.6676,116.035,106.572258,0.08488,1.0637958,99.0
1302,Streptococcus gordonii,"",1,1302,1301,,1300,Bacteria,0,64,106.666,100.0,99.125,158.594,83.5696869,8068490.1,0.01113,0.0,100.0,425,708.333,100.0,99.7744,70.5176,209.2983093,0.07392,0.0,100.0
1311,Streptococcus agalactiae,"",1,1311,1301,,1300,Bacteria,0,4,6.666,18.5592267,99.75,92.75,50.9483452,6709594.597713037,0.0007,0.1748759,99.0,410,683.333,99.0,99.0138,49.0317,196.0439453,0.07131,1.7523943,99.0
1335,Streptococcus equinus,"",1,1335,1301,,1300,Bacteria,0,345,575.0,99.0,97.7904,298.501,196.1286163,6163571.7,0.06001,0.5318979,100.0,32,53.333,100.0,96.8729,34.6875,253.779953,0.00557,0.0,100.0
1161417,Streptococcus sp. SR4,"",1,1161417,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,5873996.699999999,,,100.0,356,593.333,100.0,97.2009,206.056,135.0334625,0.06192,0.0,100.0
1303,Streptococcus oralis,"",1,1303,1301,,1300,Bacteria,0,5,8.333,0.2258968,94.2,98.8,47.4621315,5390736.3574054055,0.00087,5.9530516,99.0,330,550.0,99.0,94.9724,49.7606,196.2002716,0.0574,4.3516273,99.0
45634,Streptococcus cristatus,"",1,45634,1301,,1300,Bacteria,0,16,26.666,9.7879562,98.4313,99.6875,53.8714409,5074839.558362891,0.00278,1.2959814,100.0,306,510.0,100.0,98.9861,122.732,136.8225861,0.05322,0.0,100.0
2583585,Streptococcus sp. NCTC 10228,"",1,2583585,1301,,1300,Bacteria,0,272,453.333,100.0,84.339,1143.0,307.6526489,4487996.7,0.04731,0.0,100.0,0,0,-100,0.0,0.0,0.0,,,100.0
1715176,Streptococcus sp. HMSC064D12,"",1,1715176,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,4339496.7,,,100.0,263,438.333,100.0,99.9886,159.783,104.3292465,0.04574,0.0,100.0
1739381,Streptococcus sp. HMSC072D03,"",1,1739381,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,3233993.4,,,100.0,196,326.666,100.0,99.8469,122.52,85.9633026,0.03409,0.0,100.0
1715051,Streptococcus sp. HMSC068F04,"",1,1715051,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,3200996.7,,,100.0,194,323.333,100.0,97.1526,155.284,115.2815857,0.03374,0.0,100.0
1739371,Streptococcus sp. HMSC064H09,"",1,1739371,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,2821500.0,,,100.0,171,285.0,100.0,90.5169,104.006,80.1132584,0.02974,0.0,100.0
1341,Streptococcus ratti,"",1,1341,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,2507996.7,,,100.0,152,253.333,100.0,93.805,113.0,173.6675568,0.02644,0.0,100.0
68891,Streptococcus peroris,"",1,68891,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,2482916.733,,,99.0,152,253.333,99.0,86.614,127.0,63.2041206,0.02644,0.6195265,99.0
1768777,Streptococcus sp. CCH8-C6,"",1,1768777,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,2062496.7,,,100.0,125,208.333,100.0,99.8554,181.584,136.3683624,0.02174,0.0,100.0
1739483,Streptococcus sp. HMSC078H12,"",1,1739483,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,1485000.0,,,100.0,90,150.0,100.0,99.3699,93.1111,60.4623756,0.01565,0.0,100.0
1310,Streptococcus sobrinus,"",1,1310,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,1435500.0,,,100.0,87,145.0,100.0,94.9206,66.6782,185.6937103,0.01513,0.0,100.0
1608583,Streptococcus varani,"",1,1608583,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,1386000.0,,,100.0,84,140.0,100.0,45.8731,40.0952,62.3915749,0.01461,0.0,100.0
1306,Streptococcus sp.,"",1,1306,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,1319996.7,,,100.0,80,133.333,100.0,99.9625,132.163,93.1816788,0.01391,0.0,100.0
1316412,Streptococcus sp. HSISS3,"",1,1316412,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,1089000.0,,,100.0,66,110.0,100.0,98.889,90.0,39.5406075,0.01148,0.0,100.0
435842,Streptococcus sp. C150,"",1,435842,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,1072496.7,,,100.0,65,108.333,100.0,96.9688,70.9538,79.6182861,0.01131,0.0,100.0
1777880,Streptococcus sp. DD12,"",1,1777880,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,940500.0,,,100.0,57,95.0,100.0,88.5557,62.6667,52.5963211,0.00991,0.0,100.0
1080071,Streptococcus orisasini,"",1,1080071,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,907493.4,,,100.0,55,91.666,100.0,79.9446,121.455,64.4361343,0.00957,0.0,100.0
2576376,Streptococcus sp. 1643,"",1,2576376,1301,,1300,Bacteria,0,54,90.0,99.0,88.9884,626.148,163.4763947,882090.0,0.00939,0.1748759,99.0,0,0,-100,0.0,0.0,0.0,,,99.0
315405,Streptococcus gallolyticus,"",1,315405,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,824996.7,,,100.0,50,83.333,100.0,93.9893,89.94,182.5104675,0.0087,0.0,100.0
113107,Streptococcus australis,"",1,113107,1301,,1300,Bacteria,0,37,61.666,100.0,98.7672,369.243,286.8599548,610493.4,0.00644,0.0,100.0,0,0,-100,0.0,0.0,0.0,,,100.0
1263110,Streptococcus thermophilus CAG:236,"",1,1263110,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,594000.0,,,100.0,36,60.0,100.0,97.6993,69.4444,67.794075,0.00626,0.0,100.0
1320,Streptococcus sp. 'group G',"",1,1320,1301,,1300,Bacteria,0,35,58.333,100.0,100.0,229.0,116.0947418,577496.7,0.00609,0.0,100.0,0,0,-100,0.0,0.0,0.0,,,100.0
1348,Streptococcus parauberis,"",1,1348,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,560993.4,,,100.0,34,56.666,100.0,99.1596,54.9412,214.1413422,0.00591,0.0,100.0
1739461,Streptococcus sp. HMSC062D07,"",1,1739461,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,461993.39999999997,,,100.0,28,46.666,100.0,96.296,135.0,90.7878113,0.00487,0.0,100.0
936577,Streptococcus sp. AS14,"",1,936577,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,412493.39999999997,,,100.0,25,41.666,100.0,98.9079,102.64,108.088028,0.00435,0.0,100.0
1432788,Streptococcus cuniculi,"",1,1432788,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,346500.0,,,100.0,21,35.0,100.0,96.512,86.0,54.6736641,0.00365,0.0,100.0
1917441,Streptococcus ruminantium,"",1,1917441,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,343035.0,,,99.0,21,35.0,99.0,95.9286,19.5714,102.5688019,0.00365,0.087438,99.0
563038,Streptococcus sp. M334,"",1,563038,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,313493.4,,,100.0,19,31.666,100.0,84.615,65.0,30.6861324,0.0033,0.0,100.0
1095727,Streptococcus sp. SK643,"",1,1095727,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,313493.4,,,100.0,19,31.666,100.0,92.174,115.0,64.5272446,0.0033,0.0,100.0
1403937,Streptococcus sp. DORA_10,"",1,1403937,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,297000.0,,,100.0,18,30.0,100.0,62.9183,31.0556,20.3774052,0.00313,0.0,100.0
176090,Streptococcus sinensis,"",1,176090,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,247500.0,,,100.0,15,25.0,100.0,95.312,64.0,35.0423927,0.00261,0.0,100.0
257758,Streptococcus pseudopneumoniae,"",1,257758,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,247282.51482,,,33.3040424,45,75.0,33.3040424,92.7805,62.2889,120.1175537,0.00783,1.9458268,33.3040424
1263109,Streptococcus salivarius CAG:79,"",1,1263109,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,230996.69999999998,,,100.0,14,23.333,100.0,82.476,53.9286,88.5244064,0.00244,0.0,100.0
1777879,Streptococcus sp. DD11,"",1,1777879,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,230996.69999999998,,,100.0,14,23.333,100.0,100.0,51.3571,134.341156,0.00244,0.0,100.0
2487318,Streptococcus sp. Marseille-P7375,"",1,2487318,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,230996.69999999998,,,100.0,14,23.333,100.0,89.412,85.0,39.6615448,0.00244,0.0,100.0
1316411,Streptococcus sp. HSISS2,"",1,1316411,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,198000.0,,,100.0,12,20.0,100.0,89.5667,32.75,307.6526489,0.00209,0.0,100.0
1328,Streptococcus anginosus,"",1,1328,1301,,1300,Bacteria,0,2,3.333,100.0,95.5,100.0,50.0607376,196779.9797108244,0.00035,0.0,100.0,40,66.666,24.8158966,91.4694,53.8,140.8958588,0.00696,2.170361,100.0
1768767,Streptococcus sp. CCH8-H5,"",1,1768767,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,181496.69999999998,,,100.0,11,18.333,100.0,97.2745,57.6364,113.3828354,0.00191,0.0,100.0
1338,Streptococcus intermedius,"",1,1338,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,181127.6381687355,,,26.7743565,41,68.333,26.7743565,99.2317,40.4146,256.4965515,0.00713,1.4708574,26.7743565
78535,Streptococcus viridans,"",1,78535,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,164993.4,,,100.0,10,16.666,100.0,100.0,42.0,21.8961964,0.00174,0.0,100.0
1169673,Streptococcus sp. GMD4S,"",1,1169673,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,115493.40000000001,,,100.0,7,11.666,100.0,95.0,40.0,18.0655022,0.00122,0.0,100.0
68892,Streptococcus infantis,"",1,68892,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,105518.8574402391,,,27.8049473,23,38.333,27.8049473,96.1277,49.8696,103.1198578,0.004,1.1514244,27.8049473
1329,Streptococcus canis,"",1,1329,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,65993.40000000001,,,100.0,4,6.666,100.0,91.45,32.0,307.6526489,0.0007,0.0,100.0
1156431,Streptococcus sp. I-G2,"",1,1156431,1301,,1300,Bacteria,0,4,6.666,100.0,94.55,96.25,46.4770393,65993.40000000001,0.0007,0.0,100.0,0,0,-100,0.0,0.0,0.0,,,100.0
1501662,Streptococcus parasuis,"",1,1501662,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,65993.40000000001,,,100.0,4,6.666,100.0,99.25,32.75,307.6526489,0.0007,0.0,100.0
102886,Streptococcus didelphis,"",1,102886,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,49500.0,,,100.0,3,5.0,100.0,100.0,33.0,307.6526489,0.00052,0.0,100.0
1156433,Streptococcus sp. I-P16,"",1,1156433,1301,,1300,Bacteria,0,3,5.0,100.0,91.6667,100.0,44.801506,49500.0,0.00052,0.0,100.0,0,0,-100,0.0,0.0,0.0,,,100.0
1581080,Streptococcus sp. HMSC10E12,"",1,1581080,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,49500.0,,,100.0,3,5.0,100.0,100.0,30.6667,307.6526489,0.00052,0.0,100.0
1337,Streptococcus hyointestinalis,"",1,1337,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,32996.700000000004,,,100.0,2,3.333,100.0,98.5,33.0,307.6526489,0.00035,0.0,100.0
59310,Streptococcus macedonicus,"",1,59310,1301,,1300,Bacteria,0,2,3.333,100.0,97.0,100.0,52.1191864,32996.700000000004,0.00035,0.0,100.0,0,0,-100,0.0,0.0,0.0,,,100.0
1579339,Streptococcus sp. 449_SSPC,"",1,1579339,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,32996.700000000004,,,100.0,2,3.333,100.0,100.0,33.0,307.6526489,0.00035,0.0,100.0
2069308,Streptococcus sp. UMB0029,"",1,2069308,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,32996.700000000004,,,100.0,2,3.333,100.0,90.75,32.5,307.6526489,0.00035,0.0,100.0
2250596,Streptococcus sp. 596553,"",1,2250596,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,32996.700000000004,,,100.0,2,3.333,100.0,89.25,32.5,307.6526489,0.00035,0.0,100.0
76860,Streptococcus constellatus,"",1,76860,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,16493.399999999998,,,100.0,1,1.666,100.0,100.0,32.0,307.6526489,0.00017,0.0,100.0
313439,Streptococcus massiliensis,"",1,313439,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,16493.399999999998,,,100.0,1,1.666,100.0,100.0,32.0,307.6526489,0.00017,0.0,100.0
456876,Streptococcus plurextorum,"",1,456876,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,16493.399999999998,,,100.0,1,1.666,100.0,97.0,33.0,307.6526489,0.00017,0.0,100.0
712620,Streptococcus sp. oral taxon 056,"",1,712620,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,16493.399999999998,,,100.0,1,1.666,100.0,100.0,24.0,307.6526489,0.00017,0.0,100.0
712624,Streptococcus sp. oral taxon 064,"",1,712624,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,16493.399999999998,,,100.0,1,1.666,100.0,97.0,33.0,307.6526489,0.00017,0.0,100.0
712630,Streptococcus sp. oral taxon 071,"",1,712630,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,16493.399999999998,,,100.0,1,1.666,100.0,90.9,33.0,307.6526489,0.00017,0.0,100.0
1715098,Streptococcus sp. HMSC074B11,"",1,1715098,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,16493.399999999998,,,100.0,1,1.666,100.0,87.5,32.0,307.6526489,0.00017,0.0,100.0
1739309,Streptococcus sp. HMSC034E03,"",1,1739309,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,16493.399999999998,,,100.0,1,1.666,100.0,97.0,33.0,307.6526489,0.00017,0.0,100.0
1739422,Streptococcus sp. HMSC065C01,"",1,1739422,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,16493.399999999998,,,100.0,1,1.666,100.0,100.0,32.0,307.6526489,0.00017,0.0,100.0
1811193,Streptococcus pantholopis,"",1,1811193,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,16493.399999999998,,,100.0,1,1.666,100.0,100.0,33.0,307.6526489,0.00017,0.0,100.0
2382163,Streptococcus sp. JS71,"",1,2382163,1301,,1300,Bacteria,0,1,1.666,100.0,97.0,100.0,52.1191864,16493.399999999998,0.00017,0.0,100.0,0,0,-100,0.0,0.0,0.0,,,100.0
1346,Streptococcus iniae,"",1,1346,1301,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,2979.4744447578005,,,9.0296134,2,3.333,9.0296134,100.0,28.5,307.6526489,0.00035,0.1748759,9.0296134
102684,Streptococcus infantarius,"",1,102684,1301,,1300,Bacteria,0,7,11.666,1.7504181,97.6571,91.8571,47.7447548,2493.2064635874003,0.00122,2.5919628,1.7504181,5,8.333,0.571646,100.0,54.0,146.6039124,0.00087,3.8879442,1.7504181
1433513,Streptococcus sp. ChDC B345,"",1,1433513,1301,,1300,Bacteria,0,13,21.666,0.539395,90.5031,211.692,72.5990219,1156.96667493,0.00226,10.5427275,0.539395,0,0,-100,0.0,0.0,0.0,,,0.539395
29465,Veillonella,"",2,-100,29465,,31977,Bacteria,0,48872,81453.333,99.0,99.9835,3497.68,297.7134705,1504150391.6999998,8.50054,4.6789765,99.0,47613,79355.0,99.0,99.8487,432.586,264.8626099,8.28156,2.4706452,99.0
39778,Veillonella dispar,"",1,39778,29465,,31977,Bacteria,0,48837,81395.0,99.0,99.9835,3499.94,297.7063599,1504150391.6999998,8.49445,1.4139289,100.0,42812,71353.333,100.0,99.9391,456.277,272.045929,7.4465,0.0,100.0
29466,Veillonella parvula,"",1,29466,29465,,31977,Bacteria,0,35,58.333,11.7437014,100.0,350.0,307.6526489,19490127.954042852,0.00609,3.0027337,99.0,1189,1981.666,99.0,99.6315,173.92,192.6552124,0.20681,0.8818403,99.0
1403932,Veillonella sp. DORA_A_3_16_22,"",1,1403932,29465,,31977,Bacteria,0,0,0,-100,0.0,0.0,0.0,14189996.700000001,,,100.0,860,1433.333,100.0,98.7342,240.781,222.5416412,0.14958,0.0,100.0
39777,Veillonella atypica,"",1,39777,29465,,31977,Bacteria,0,0,0,-100,0.0,0.0,0.0,13381493.399999999,,,100.0,811,1351.666,100.0,98.798,217.293,202.9433594,0.14106,0.0,100.0
2027459,Veillonella sp. T11011-6,"",1,2027459,29465,,31977,Bacteria,0,0,0,-100,0.0,0.0,0.0,7292993.4,,,100.0,442,736.666,100.0,99.7605,309.088,223.755249,0.07688,0.0,100.0
1911680,Veillonella sp. T14073-2,"",1,1911680,29465,,31977,Bacteria,0,0,0,-100,0.0,0.0,0.0,6930000.0,,,100.0,420,700.0,100.0,98.9843,379.217,254.0933533,0.07305,0.0,100.0
1110546,Veillonella tobetsuensis,"",1,1110546,29465,,31977,Bacteria,0,0,0,-100,0.0,0.0,0.0,5279996.699999999,,,100.0,320,533.333,100.0,98.0273,184.481,184.0036774,0.05566,0.0,100.0
2292378,Veillonella sp. AM51-8BH,"",1,2292378,29465,,31977,Bacteria,0,0,0,-100,0.0,0.0,0.0,3283493.4,,,100.0,199,331.666,100.0,98.656,169.513,144.7308197,0.03461,0.0,100.0
1911679,Veillonella infantium,"",1,1911679,29465,,31977,Bacteria,0,0,0,-100,0.0,0.0,0.0,2260496.7,,,100.0,137,228.333,100.0,98.5062,237.124,253.1978455,0.02383,0.0,100.0
423477,Veillonella rogosae,"",1,423477,29465,,31977,Bacteria,0,0,0,-100,0.0,0.0,0.0,2079000.0,,,100.0,126,210.0,100.0,100.0,128.921,90.0230484,0.02192,0.0,100.0
457416,Veillonella sp. 3_1_44,"",1,457416,29465,,31977,Bacteria,0,0,0,-100,0.0,0.0,0.0,1683000.0,,,100.0,102,170.0,100.0,98.9749,172.98,125.2445145,0.01774,0.0,100.0
2027456,Veillonella sp. S13053-19,"",1,2027456,29465,,31977,Bacteria,0,0,0,-100,0.0,0.0,0.0,506378.46599999996,,,99.0,31,51.666,99.0,100.0,73.5161,147.7247925,0.00539,0.1748759,99.0
671228,Veillonella sp. oral taxon 158,"",1,671228,29465,,31977,Bacteria,0,0,0,-100,0.0,0.0,0.0,480912.4408948596,,,44.8404588,65,108.333,44.8404588,96.5441,102.369,98.7719421,0.01131,1.4139289,44.8404588
464322,Veillonella magna,"",1,464322,29465,,31977,Bacteria,0,0,0,-100,0.0,0.0,0.0,379496.7,,,100.0,23,38.333,100.0,96.2273,113.348,101.2634201,0.004,0.0,100.0
2027458,Veillonella sp. S13054-11,"",1,2027458,29465,,31977,Bacteria,0,0,0,-100,0.0,0.0,0.0,379496.7,,,100.0,23,38.333,100.0,100.0,135.0,88.6197891,0.004,0.0,100.0
936589,Veillonella sp. AS16,"",1,936589,29465,,31977,Bacteria,0,0,0,-100,0.0,0.0,0.0,313493.4,,,100.0,19,31.666,100.0,100.0,91.0,57.8538704,0.0033,0.0,100.0
1403933,Veillonella sp. DORA_B_18_19_23,"",1,1403933,29465,,31977,Bacteria,0,0,0,-100,0.0,0.0,0.0,164993.4,,,100.0,10,16.666,100.0,98.17,32.9,307.6526489,0.00174,0.0,100.0
248316,Veillonella caviae,"",1,248316,29465,,31977,Bacteria,0,0,0,-100,0.0,0.0,0.0,82496.7,,,100.0,5,8.333,100.0,100.0,32.2,307.6526489,0.00087,0.0,100.0
2027457,Veillonella sp. T34266-5,"",1,2027457,29465,,31977,Bacteria,0,0,0,-100,0.0,0.0,0.0,82496.7,,,100.0,5,8.333,100.0,100.0,32.8,307.6526489,0.00087,0.0,100.0
450749,Veillonella sp. 6_1_27,"",1,450749,29465,,31977,Bacteria,0,0,0,-100,0.0,0.0,0.0,65993.40000000001,,,100.0,4,6.666,100.0,93.85,32.5,307.6526489,0.0007,0.0,100.0
187328,Veillonella montpellierensis,"",1,187328,29465,,31977,Bacteria,0,0,0,-100,0.0,0.0,0.0,49500.0,,,100.0,3,5.0,100.0,100.0,32.3333,307.6526489,0.00052,0.0,100.0
936588,Veillonella sp. ACP1,"",1,936588,29465,,31977,Bacteria,0,0,0,-100,0.0,0.0,0.0,49500.0,,,100.0,3,5.0,100.0,100.0,32.3333,307.6526489,0.00052,0.0,100.0
2293250,Veillonella sp. AF13-2,"",1,2293250,29465,,31977,Bacteria,0,0,0,-100,0.0,0.0,0.0,49500.0,,,100.0,3,5.0,100.0,100.0,33.0,307.6526489,0.00052,0.0,100.0
1926307,Veillonella sp.,"",1,1926307,29465,,31977,Bacteria,0,0,0,-100,0.0,0.0,0.0,16493.399999999998,,,100.0,1,1.666,100.0,100.0,31.0,307.6526489,0.00017,0.0,100.0
724,Haemophilus,"",2,-100,724,,712,Bacteria,0,93049,155081.666,99.0,97.2116,944.295,234.9929199,1449649561.932,16.18446,10.8256712,99.0,91276,152126.666,99.0,99.4299,224.48,187.7756805,15.87607,4.2153883,99.0
727,Haemophilus influenzae,"",1,727,724,,712,Bacteria,0,47233,78721.666,99.0,99.492,824.995,204.5651093,1449649561.932,8.21546,0.5318979,99.0,41512,69186.666,99.0,99.0514,191.827,167.3213043,7.22038,1.8398323,99.0
729,Haemophilus parainfluenzae,"",1,729,724,,712,Bacteria,0,44707,74511.666,99.0,94.873,1084.79,268.5068359,1435242091.932,7.7761,0.9690877,99.0,43156,71926.666,99.0,99.8141,271.699,207.9312286,7.50633,0.3497519,99.0
726,Haemophilus haemolyticus,"",1,726,724,,712,Bacteria,0,478,796.666,99.0,95.5843,426.123,235.5393066,81805673.466,0.08314,0.1748759,99.0,4530,7550.0,99.0,99.4087,73.4804,181.3208008,0.78792,0.5318979,99.0
1739522,Haemophilus sp. HMSC068C11,"",1,1739522,724,,712,Bacteria,0,0,0,-100,0.0,0.0,0.0,14553000.0,,,100.0,882,1470.0,100.0,100.0,256.006,239.6325073,0.15341,0.0,100.0
1715211,Haemophilus sp. HMSC061E01,"",1,1715211,724,,712,Bacteria,0,0,0,-100,0.0,0.0,0.0,8431493.4,,,100.0,511,851.666,100.0,99.749,364.652,288.7048035,0.08888,0.0,100.0
249188,Haemophilus pittmaniae,"",1,249188,724,,712,Bacteria,0,232,386.666,99.0,93.6721,203.539,82.8584137,4499206.866,0.04035,0.5246278,100.0,43,71.666,100.0,94.805,77.0,47.7447281,0.00748,0.0,100.0
