sample	classifier	database	taxid	name	cum_abundance	cls_cum_abundance	unique_abundance	cls_unique_abundance	classrank	rank
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	1421430	Pseudomonas granadensis	2.0204836633793397e-05				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	306	Pseudomonas sp.	1.5153627475345048e-05				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	2169583	Pseudomonas sp. SXM-1	1.4143385643655378e-05				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	930166	Pseudomonas brassicacearum	3.0307254950690098e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	1931241	Pseudomonas sp. S-6-2	7.071692821827689e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	129817	Pseudomonas brenneri	6.0614509901380196e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	1534110	Pseudomonas sp. DR 5-09	6.0614509901380196e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	114707	uncultured Pseudomonas sp.	2.0204836633793396e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	702115	Pseudomonas arsenicoxydans	5.051209158448349e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	104087	Pseudomonas frederiksbergensis	4.040967326758679e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	47883	Pseudomonas synxantha	2.0204836633793396e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	29442	Pseudomonas tolaasii	4.040967326758679e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	46677	Pseudomonas agarici	4.040967326758679e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	95300	Pseudomonas vancouverensis	4.040967326758679e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	364197	Pseudomonas pohangensis	4.040967326758679e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	380021	Pseudomonas protegens	2.0204836633793396e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	395598	Pseudomonas reinekei	4.040967326758679e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	1853130	Pseudomonas silesiensis	4.040967326758679e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	47877	Pseudomonas amygdali	1.0102418316896698e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	2505979	Pseudomonas sp. 11K1	3.0307254950690098e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	316	Pseudomonas stutzeri	5.657354257462151e-05				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	150396	Pseudomonas sp. MT-1	2.0204836633793396e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	183795	Pseudomonas mediterranea	2.0204836633793396e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	271420	Pseudomonas xanthomarina	2.0204836633793396e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	1306993	Pseudomonas soli	2.0204836633793396e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	2083054	Pseudomonas sp. LG1D9	2.0204836633793396e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	2083055	Pseudomonas sp. LH1G9	2.0204836633793396e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	2498848	Pseudomonas sp. MPC6	2.0204836633793396e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	1148509	Pseudomonas prosekii	2.0204836633793396e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	36746	Pseudomonas cichorii	1.0102418316896698e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	46679	Pseudomonas mucidolens	1.0102418316896698e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	47878	Pseudomonas azotoformans	1.0102418316896698e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	76758	Pseudomonas orientalis	1.0102418316896698e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	658644	Pseudomonas sp. R5-89-07	1.0102418316896698e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	1149133	Pseudomonas furukawaii	1.0102418316896698e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	1283291	Pseudomonas sp. URMO17WK12:I11	1.0102418316896698e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	1495331	Pseudomonas sp. WCS374	1.0102418316896698e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	1611770	Pseudomonas sp. MRSN12121	1.0102418316896698e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	1636610	Pseudomonas sp. PONIH3	1.0102418316896698e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	1788301	Pseudomonas versuta	1.0102418316896698e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	2201356	Pseudomonas sp. 31-12	1.0102418316896698e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	2320867	Pseudomonas sp. K2W31S-8	1.0102418316896698e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	1881017	Pseudomonas sp. 7SR1	2.0204836633793396e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	2018067	Pseudomonas sp. FDAARGOS_380	1.0102418316896698e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	321846	Pseudomonas simiae	1.0102418316896698e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	47885	Pseudomonas oryzihabitans	1.0102418316896698e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	53408	Pseudomonas citronellolis	1.0102418316896698e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	296	Pseudomonas fragi	1.0102418316896698e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	37326	Nocardia brasiliensis	0.020486694104834814				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	398743	Zunongwangia profunda	0.020399813307309504				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	56	Sorangium cellulosum	0.020156345025872293				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	2093377	Sorangium sp.	2.0204836633793396e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	28108	Alteromonas macleodii	0.02065742497439037				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	314275	Alteromonas mediterranea	1.5153627475345048e-05				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	1714845	Alteromonas sp. BL110	1.0102418316896698e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	1245976	uncultured Alteromonas sp. AD1000-357-C11	6.0614509901380196e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	979	Cellulophaga lytica	0.02022807219592226				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	94254	Dyadobacter fermentans	0.020783705203351578				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	28132	Prevotella melaninogenica	0.020388700647160918				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	589437	Prevotella scopos	2.0204836633793396e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	28131	Prevotella intermedia	1.2122901980276039e-05				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	589436	Prevotella fusca	2.0204836633793396e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	821	Bacteroides vulgatus	0.019817914012256254				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	817	Bacteroides fragilis	0.014981886363957805				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	357276	Bacteroides dorei	0.00032832859529914274				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	820	Bacteroides uniformis	9.39524903471393e-05				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	1796613	Bacteroides caecimuris	0.00021619175198158935				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	28116	Bacteroides ovatus	9.799345767389797e-05				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	329854	Bacteroides intestinalis	5.556330074293184e-05				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	246787	Bacteroides cellulosilyticus	5.9604268069690524e-05				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	162156	uncultured Bacteroides sp.	1.0102418316896698e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	818	Bacteroides thetaiotaomicron	1.5153627475345048e-05				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	290053	Bacteroides helcogenes	5.8594026238000855e-05				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	371601	Bacteroides xylanisolvens	1.0102418316896699e-05				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	376805	Bacteroides salanitronis	1.3133143811965708e-05				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	2512105	Bacteroides sp. NMBE-5	1.0102418316896698e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	35	Myxococcus macrosporus	0.02031798371894264				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	34	Myxococcus xanthus	3.333798044575911e-05				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	33	Myxococcus fulvus	0.00011819829430769137				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	83456	Myxococcus virescens	1.0102418316896698e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	1297742	Myxococcus hansupus	1.0102418316896698e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	83455	Myxococcus stipitatus	1.0102418316896698e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	342083	Myxococcus sp. 152-1	1.0102418316896698e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	390884	Echinicola vietnamensis	0.02023615413057578				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	1807691	Echinicola rosea	0.0002505399742590381				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	2591634	Echinicola sp. LN3S3	1.8184352970414057e-05				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	1795355	Echinicola strongylocentroti	5.8594026238000855e-05				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	2001	Streptosporangium roseum	0.020297778882308846				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	2202249	Streptosporangium sp. 'caverna'	3.0307254950690098e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	683272	Streptosporangium sp. FXJ7.131	1.1112660148586369e-05				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	106411	Streptosporangium yunnanense	1.0102418316896698e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	37919	Rhodococcus opacus	0.02059074901349885				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	99653	Rhodococcus koreensis	1.0102418316896698e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	1990687	Rhodococcus sp. S2-17	2.0204836633793396e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	2594007	Rhodococcus sp. WB9	1.0102418316896699e-05				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	823	Parabacteroides distasonis	0.018640982278337787				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	2025876	Parabacteroides sp. CT06	0.0015163729893661944				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	512312	uncultured Parabacteroides sp.	2.0204836633793396e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	384	Rhizobium leguminosarum	0.01842883149368296				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	396	Rhizobium phaseoli	0.00015254651658514016				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	29449	Rhizobium etli	0.00010203442500065666				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	1538158	Rhizobium acidisoli	0.00010102418316896699				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	2020312	Rhizobium sp. CIAT894	6.263499356475953e-05				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	1076926	Rhizobium laguerreae	1.0102418316896698e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	1703969	Rhizobium sp. N324	3.838918960420746e-05				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	1703971	Rhizobium sp. N941	3.9399431435897126e-05				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	1312183	Rhizobium jaguaris	3.5358464109138445e-05				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	1981173	Rhizobium sp. NXC14	2.8286771287310756e-05				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	1301032	Rhizobium sp. IE4771	2.5256045792241747e-05				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	2020313	Rhizobium sp. TAL182	2.5256045792241747e-05				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	2020311	Rhizobium sp. Kim5	2.1215078465483066e-05				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	1703970	Rhizobium sp. N541	2.0204836633793397e-05				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	56730	Rhizobium gallicum	1.5153627475345048e-05				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	1703966	Rhizobium sp. N731	5.051209158448349e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	348824	Rhizobium favelukesii	8.081934653517358e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	1703961	Rhizobium sp. N1314	8.081934653517358e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	1703967	Rhizobium sp. N741	8.081934653517358e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	1703960	Rhizobium sp. N113	7.071692821827689e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	1703962	Rhizobium sp. N1341	7.071692821827689e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	1571470	Rhizobium sp. ACO-34A	2.0204836633793397e-05				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	1703964	Rhizobium sp. N621	6.0614509901380196e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	1967781	Rhizobium esperanzae	6.0614509901380196e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	1703965	Rhizobium sp. N6212	5.051209158448349e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	391	Rhizobium sp.	2.0204836633793396e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	398	Rhizobium tropici	3.0307254950690098e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	1914541	Rhizobium sp. Y9	3.0307254950690098e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	424182	Rhizobium sp. IRBG74	2.0204836633793396e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	648995	Rhizobium pusense	2.0204836633793396e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	1703968	Rhizobium sp. N871	2.0204836633793396e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	2364272	Rhizobium sp. CCGE532	7.071692821827689e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	136098	Rhizobium sp. TCK	1.0102418316896698e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	443138	Rhizobium sp. CCBAU 83515	1.0102418316896698e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	1115909	Rhizobium sp. PVL02	1.0102418316896698e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	1435607	Rhizobium sp. Khangiran2	1.0102418316896698e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	2028343	Rhizobium sp. 11515TR	1.0102418316896698e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	1869170	Rhizobium sp. S41	1.0102418316896698e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	88688	Caulobacter segnis	0.020296768640477157				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	155892	Caulobacter vibrioides	3.0307254950690098e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	1859	Frankia alni	0.019637080724383804				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	573496	Frankia sp. AvcI1	3.0307254950690098e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	92643	Frankia sp. ACN14a/ts-r	3.0307254950690098e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	573500	Frankia sp. HrI1	1.0102418316896698e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	95486	Burkholderia cenocepacia	0.015399116240445638				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	1385591	Burkholderia sp. BDU6	0.0009506375636199793				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	292	Burkholderia cepacia	0.00012223926163445006				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	28095	Burkholderia gladioli	0.00011213684331755336				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	1637853	Burkholderia sp. NRF60-BP8	8.587055569362194e-05				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	488732	Burkholderia diffusa	5.9604268069690524e-05				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	1855726	Burkholderia sp. KK1	6.36452353964492e-05				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	57975	Burkholderia thailandensis	5.556330074293184e-05				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	482957	Burkholderia lata	7.071692821827689e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	152480	Burkholderia ambifaria	7.071692821827689e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	28450	Burkholderia pseudomallei	1.3133143811965708e-05				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	101571	Burkholderia ubonensis	5.051209158448349e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	87883	Burkholderia multivorans	1.0102418316896698e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	2217913	Burkholderia sp. JP2-270	1.1112660148586369e-05				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	488729	Burkholderia metallica	7.071692821827689e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	265293	[Pseudomonas] mesoacidophila	8.081934653517358e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	1207504	Burkholderia pseudomultivorans	1.0102418316896698e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	1503055	Burkholderia territorii	4.040967326758679e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	60552	Burkholderia vietnamiensis	2.0204836633793396e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	41899	Burkholderia plantarii	5.051209158448349e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	1528693	Burkholderia sp. AD24	4.040967326758679e-06				species	species
UnAmbiguouslyMapped_ds.soil	idseq_nt	default	488731	Burkholderia seminalis	2.0204836633793396e-06				species	species
